yearID,teamID,lgID,playerID,G_all,GS,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr
2010,LAN,NL,ausmubr01,21,19,21,21,0,21,0,0,0,0,0,0,0,0,0,0,0
1965,SLN,NL,austde01,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
1966,SLN,NL,austde01,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
1873,ELI,NA,austihe01,23,,23,,0,0,0,0,0,0,0,14,9,23,0,,
2001,KCA,AL,austije01,21,0,2,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2002,KCA,AL,austije01,10,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2003,CIN,NL,austije01,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
1909,NYA,AL,austiji01,136,,136,136,0,0,0,1,111,23,0,0,0,0,,,
1910,NYA,AL,austiji01,133,,133,133,0,0,0,0,133,0,0,0,0,0,,,
1911,SLA,AL,austiji01,148,148,148,148,0,0,0,1,147,0,0,0,0,0,0,0,0
1912,SLA,AL,austiji01,150,150,150,150,0,0,0,0,148,0,0,0,2,2,0,0,0
1913,SLA,AL,austiji01,142,142,142,142,0,0,0,0,142,0,0,0,0,0,0,0,0
1914,SLA,AL,austiji01,130,125,130,127,0,0,0,0,127,0,0,0,0,0,0,3,0
1915,SLA,AL,austiji01,141,140,141,141,0,0,0,0,141,0,0,0,0,0,0,0,0
1916,SLA,AL,austiji01,130,118,130,124,0,0,0,0,124,0,0,0,0,0,0,1,1
1917,SLA,AL,austiji01,127,126,127,127,0,0,0,0,121,7,0,0,0,0,0,1,0
1918,SLA,AL,austiji01,111,103,111,105,0,0,0,0,44,61,0,0,0,0,0,5,1
1919,SLA,AL,austiji01,106,97,106,98,0,0,0,0,98,1,0,0,0,0,0,8,0
1920,SLA,AL,austiji01,84,74,84,75,0,0,0,0,75,0,0,0,0,0,0,8,1
1921,SLA,AL,austiji01,27,18,27,22,0,0,0,6,2,14,0,0,0,0,0,4,1
1922,SLA,AL,austiji01,15,8,15,11,0,0,0,1,10,0,0,0,0,0,0,4,0
1923,SLA,AL,austiji01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1925,SLA,AL,austiji01,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1926,SLA,AL,austiji01,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1929,SLA,AL,austiji01,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1991,ML4,AL,austiji02,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1992,ML4,AL,austiji02,47,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0
1993,ML4,AL,austiji02,31,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0
1970,CLE,AL,austiri01,31,8,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
1971,CLE,AL,austiri01,23,0,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0
1975,ML4,AL,austiri01,32,0,1,32,32,0,0,0,0,0,0,0,0,0,0,0,0
1976,ML4,AL,austiri01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2016,NYA,AL,austity01,31,23,31,29,0,0,27,0,0,0,2,0,3,5,1,3,0
2017,NYA,AL,austity01,20,11,20,14,0,0,8,0,0,0,0,0,7,7,6,3,0
1976,ATL,NL,autryal01,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1907,CIN,NL,autrych01,7,,7,7,0,0,0,0,0,0,4,3,0,7,,,
1909,BSN,NL,autrych01,65,,65,65,0,0,61,0,0,0,4,1,0,4,,,
1909,CIN,NL,autrych01,9,,9,9,0,0,9,0,0,0,0,0,0,0,,,
1924,NYA,AL,autrych02,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
1926,CLE,AL,autrych02,3,2,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0
1927,CLE,AL,autrych02,16,12,16,14,0,14,0,0,0,0,0,0,0,0,0,2,0
1928,CLE,AL,autrych02,22,13,22,18,0,18,0,0,0,0,0,0,0,0,0,2,0
1929,CHA,AL,autrych02,43,22,43,30,0,30,0,0,0,0,0,0,0,0,0,11,0
1930,CHA,AL,autrych02,34,19,34,29,0,29,0,0,0,0,0,0,0,0,0,7,0
1997,CLE,AL,avenbr01,13,3,13,13,0,0,0,0,0,0,10,1,2,13,0,0,2
1999,FLO,NL,avenbr01,137,90,137,102,0,0,0,0,0,0,78,9,24,102,6,34,0
2000,LAN,NL,avenbr01,9,6,9,9,0,0,0,0,0,0,9,0,0,9,0,1,0
2000,PIT,NL,avenbr01,72,26,72,41,0,0,0,0,0,0,17,8,20,41,0,35,0
2001,LAN,NL,avenbr01,21,1,21,9,0,0,0,0,0,0,5,0,4,9,0,13,0
2002,CLE,AL,avenbr01,7,6,7,7,0,0,0,0,0,0,5,1,1,7,0,1,0
1929,CLE,AL,averiea01,152,152,152,152,0,0,0,0,0,0,0,152,0,152,0,0,0
1930,CLE,AL,averiea01,139,133,139,134,0,0,0,0,0,0,0,132,2,134,0,6,0
1931,CLE,AL,averiea01,155,155,155,155,0,0,0,0,0,0,0,155,0,155,0,0,0
1932,CLE,AL,averiea01,153,153,153,153,0,0,0,0,0,0,0,153,0,153,0,0,0
1933,CLE,AL,averiea01,151,148,151,149,0,0,0,0,0,0,0,149,0,149,0,0,0
1934,CLE,AL,averiea01,154,154,154,154,0,0,0,0,0,0,0,154,0,154,0,0,0
1935,CLE,AL,averiea01,140,139,140,139,0,0,0,0,0,0,0,139,0,139,0,1,0
1936,CLE,AL,averiea01,152,149,152,150,0,0,0,0,0,0,0,150,0,150,0,3,0
1937,CLE,AL,averiea01,156,156,156,156,0,0,0,0,0,0,0,156,0,156,0,0,0
1938,CLE,AL,averiea01,134,131,134,131,0,0,0,0,0,0,0,118,13,131,0,2,0
1939,CLE,AL,averiea01,24,11,24,11,0,0,0,0,0,0,0,0,11,11,0,8,0
1939,DET,AL,averiea01,87,78,87,80,0,0,0,0,0,0,76,4,0,80,0,3,0
1940,DET,AL,averiea01,64,17,64,22,0,0,0,0,0,0,7,11,5,22,0,20,0
1941,BSN,NL,averiea01,8,3,8,4,0,0,0,0,0,0,1,3,0,4,0,4,0
1956,CLE,AL,averiea02,42,25,42,34,0,34,0,0,0,0,0,0,0,0,0,10,0
1958,CLE,AL,averiea02,17,17,17,17,0,0,0,0,17,0,0,0,0,0,0,0,0
1959,CHN,NL,averiea02,74,43,74,50,0,32,0,2,13,0,5,0,0,5,0,29,0
1960,CHA,AL,averiea02,10,3,10,5,0,5,0,0,0,0,0,0,0,0,0,6,0
1960,CHN,NL,averiea02,52,21,52,36,0,34,0,0,1,0,1,0,0,1,0,29,0
1961,LAA,AL,averiea02,115,85,115,95,0,87,0,1,0,0,9,0,0,9,0,27,0
1962,LAA,AL,averiea02,92,45,92,54,0,6,0,0,0,0,49,0,0,49,0,40,0
1963,PHI,NL,averiea02,47,15,47,29,0,20,1,0,1,0,9,0,0,9,0,27,0
1990,ATL,NL,averyst01,21,20,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0
1991,ATL,NL,averyst01,37,35,37,35,35,0,0,0,0,0,0,0,0,0,0,1,1
1992,ATL,NL,averyst01,35,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0
1993,ATL,NL,averyst01,35,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0
1994,ATL,NL,averyst01,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0
1995,ATL,NL,averyst01,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0
1996,ATL,NL,averyst01,24,23,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0
1997,BOS,AL,averyst01,24,18,2,22,22,0,0,0,0,0,0,0,0,0,0,1,1
1998,BOS,AL,averyst01,39,23,6,34,34,0,0,0,0,0,0,0,0,0,0,0,5
1999,CIN,NL,averyst01,19,19,17,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2003,DET,AL,averyst01,19,0,2,19,19,0,0,0,0,0,0,0,0,0,0,1,0
2012,BAL,AL,averyxa01,32,23,32,28,0,0,0,0,0,0,27,1,0,28,2,2,4
2009,DET,AL,avilaal01,29,17,29,25,0,25,0,0,0,0,0,0,0,0,0,7,0
2010,DET,AL,avilaal01,104,84,104,98,0,98,0,0,0,0,0,0,0,0,1,9,0
2011,DET,AL,avilaal01,141,135,141,134,0,133,0,0,1,0,0,0,0,0,4,4,0
2012,DET,AL,avilaal01,116,107,116,113,0,113,0,0,0,0,0,0,0,0,0,8,0
2013,DET,AL,avilaal01,102,96,102,98,0,98,0,0,0,0,0,0,0,0,0,4,0
2014,DET,AL,avilaal01,124,116,124,123,0,122,1,0,0,0,0,0,0,0,1,5,0
2015,DET,AL,avilaal01,67,56,67,65,0,44,23,0,0,0,0,0,0,0,1,4,0
2016,CHA,AL,avilaal01,57,54,57,54,0,54,0,0,0,0,0,0,0,0,2,1,0
2017,CHN,NL,avilaal01,35,25,35,30,0,28,3,0,0,0,0,0,0,0,0,7,0
2017,DET,AL,avilaal01,77,57,77,65,0,50,16,0,0,0,0,0,0,0,8,15,1
1949,CLE,AL,avilabo01,31,1,31,5,0,0,0,5,0,0,0,0,0,0,0,10,16
1950,CLE,AL,avilabo01,80,52,80,64,0,0,0,62,0,2,0,0,0,0,0,8,14
1951,CLE,AL,avilabo01,141,135,141,136,0,0,0,136,0,0,0,0,0,0,0,5,0
1952,CLE,AL,avilabo01,150,147,150,149,0,0,0,149,0,0,0,0,0,0,0,2,1
1953,CLE,AL,avilabo01,141,139,141,140,0,0,0,140,0,0,0,0,0,0,0,2,0
1954,CLE,AL,avilabo01,143,139,143,141,0,0,0,141,0,7,0,0,0,0,0,2,1
1955,CLE,AL,avilabo01,141,139,141,141,0,0,0,141,0,0,0,0,0,0,0,1,0
1956,CLE,AL,avilabo01,138,130,138,135,0,0,0,135,0,0,0,0,0,0,0,5,1
1957,CLE,AL,avilabo01,129,118,129,122,0,0,0,107,16,0,0,0,0,0,0,8,0
1958,CLE,AL,avilabo01,113,96,113,102,0,0,0,82,33,0,0,0,0,0,0,15,1
1959,BAL,AL,avilabo01,20,11,20,16,0,0,0,8,1,0,1,0,9,10,0,3,2
1959,BOS,AL,avilabo01,22,9,22,11,0,0,0,11,0,0,0,0,0,0,0,9,2
1959,ML1,NL,avilabo01,51,45,51,51,0,0,0,51,0,0,0,0,0,0,0,2,0
2012,ATL,NL,avilalu01,31,0,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
2013,ATL,NL,avilalu01,75,0,70,75,75,0,0,0,0,0,0,0,0,0,0,0,0
2014,ATL,NL,avilalu01,62,0,59,62,62,0,0,0,0,0,0,0,0,0,0,0,0
2015,ATL,NL,avilalu01,50,0,46,50,50,0,0,0,0,0,0,0,0,0,0,0,0
2015,LAN,NL,avilalu01,23,0,20,23,23,0,0,0,0,0,0,0,0,0,0,0,0
2016,LAN,NL,avilalu01,27,0,26,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2017,LAN,NL,avilalu01,61,0,58,61,61,0,0,0,0,0,0,0,0,0,0,0,0
2008,KCA,AL,avilemi01,102,101,102,102,0,0,0,28,7,91,0,0,0,0,0,0,0
2009,KCA,AL,avilemi01,36,34,36,35,0,0,0,0,2,34,0,0,0,0,1,1,1
2010,KCA,AL,avilemi01,110,102,110,103,0,0,0,87,5,13,0,0,0,0,2,4,3
2011,BOS,AL,avilemi01,38,23,38,37,0,0,0,7,22,8,1,0,4,5,0,4,4
2011,KCA,AL,avilemi01,53,44,53,46,0,0,0,20,24,6,0,0,0,0,4,2,4
2012,BOS,AL,avilemi01,136,130,136,130,0,0,0,2,1,128,0,0,0,0,5,1,2
2013,CLE,AL,avilemi01,124,86,124,114,0,0,0,12,56,46,4,0,1,5,5,14,12
2014,CLE,AL,avilemi01,113,88,113,109,0,0,0,33,36,15,27,3,3,33,0,12,2
2015,CLE,AL,avilemi01,98,79,98,91,0,0,0,11,28,23,34,5,1,39,2,10,4
2016,DET,AL,avilemi01,68,43,68,61,0,0,0,10,9,6,8,1,32,39,1,9,1
2017,MIA,NL,avilemi01,37,20,37,28,0,0,2,6,6,15,0,0,1,1,0,13,0
1977,BOS,AL,avilera01,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1979,PHI,NL,avilera01,27,17,27,27,0,0,0,27,0,0,0,0,0,0,0,3,0
1980,PHI,NL,avilera01,51,23,51,43,0,0,0,15,0,29,0,0,0,0,0,9,4
1981,PHI,NL,avilera01,38,1,38,32,0,0,0,20,13,5,0,0,0,0,0,6,3
1950,CIN,NL,avreaja01,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2011,CHA,AL,axelrdy01,4,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2012,CHA,AL,axelrdy01,14,7,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2013,CHA,AL,axelrdy01,30,20,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0
2014,CIN,NL,axelrdy01,5,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2015,CIN,NL,axelrdy01,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2009,MIL,NL,axforjo01,7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2010,MIL,NL,axforjo01,50,0,47,50,50,0,0,0,0,0,0,0,0,0,0,0,0
2011,MIL,NL,axforjo01,74,0,71,74,74,0,0,0,0,0,0,0,0,0,0,0,0
2012,MIL,NL,axforjo01,75,0,71,75,75,0,0,0,0,0,0,0,0,0,0,0,0
2013,MIL,NL,axforjo01,62,0,58,62,62,0,0,0,0,0,0,0,0,0,0,0,0
2013,SLN,NL,axforjo01,13,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2014,CLE,AL,axforjo01,49,0,2,49,49,0,0,0,0,0,0,0,0,0,0,0,0
2014,PIT,NL,axforjo01,13,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2015,COL,NL,axforjo01,60,0,57,60,60,0,0,0,0,0,0,0,0,0,0,0,0
2016,OAK,AL,axforjo01,68,0,6,68,68,0,0,0,0,0,0,0,0,0,0,0,0
2017,OAK,AL,axforjo01,22,0,3,22,22,0,0,0,0,0,0,0,0,0,0,0,0
1974,NYN,NL,ayalabe01,23,18,23,20,0,0,0,0,0,0,18,0,2,20,0,4,0
1976,NYN,NL,ayalabe01,22,4,22,7,0,0,0,0,0,0,3,0,4,7,0,16,1
1977,SLN,NL,ayalabe01,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1979,BAL,AL,ayalabe01,42,24,42,24,0,0,0,0,0,0,23,0,1,24,11,17,0
1980,BAL,AL,ayalabe01,76,41,76,19,0,0,0,0,0,0,17,0,2,19,41,35,0
1981,BAL,AL,ayalabe01,44,24,44,4,0,0,0,0,0,0,4,0,0,4,27,20,0
1982,BAL,AL,ayalabe01,64,33,64,27,0,0,3,0,0,0,24,0,0,24,17,28,1
1983,BAL,AL,ayalabe01,47,30,47,24,0,0,0,0,0,0,19,0,5,24,11,15,1
1984,BAL,AL,ayalabe01,60,30,60,13,0,0,0,0,0,0,11,0,2,13,35,30,0
1985,CLE,AL,ayalabe01,46,21,46,20,0,0,0,0,0,0,20,0,0,20,3,25,0
1992,CIN,NL,ayalabo01,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1993,CIN,NL,ayalabo01,43,9,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0
1994,SEA,AL,ayalabo01,46,0,1,46,46,0,0,0,0,0,0,0,0,0,0,0,0
1995,SEA,AL,ayalabo01,63,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0
1996,SEA,AL,ayalabo01,50,0,2,50,50,0,0,0,0,0,0,0,0,0,0,0,0
1997,SEA,AL,ayalabo01,71,0,4,71,71,0,0,0,0,0,0,0,0,0,0,0,0
1998,SEA,AL,ayalabo01,62,0,4,62,62,0,0,0,0,0,0,0,0,0,0,0,0
1999,CHN,NL,ayalabo01,13,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0
1999,MON,NL,ayalabo01,53,0,48,53,53,0,0,0,0,0,0,0,0,0,0,0,0
2003,MON,NL,ayalalu01,65,0,62,65,65,0,0,0,0,0,0,0,0,0,0,0,0
2004,MON,NL,ayalalu01,81,0,79,81,81,0,0,0,0,0,0,0,0,0,0,0,0
2005,WAS,NL,ayalalu01,68,0,65,68,68,0,0,0,0,0,0,0,0,0,0,1,0
2007,WAS,NL,ayalalu01,44,0,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0
2008,NYN,NL,ayalalu01,19,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2008,WAS,NL,ayalalu01,62,0,60,62,62,0,0,0,0,0,0,0,0,0,0,0,0
2009,FLO,NL,ayalalu01,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2009,MIN,AL,ayalalu01,28,0,3,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2011,NYA,AL,ayalalu01,52,0,7,52,52,0,0,0,0,0,0,0,0,0,0,0,0
2012,BAL,AL,ayalalu01,66,0,4,66,66,0,0,0,0,0,0,0,0,0,0,0,0
2013,ATL,NL,ayalalu01,37,0,36,37,37,0,0,0,0,0,0,0,0,0,0,0,0
2013,BAL,AL,ayalalu01,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2006,LAA,AL,aybarer01,34,6,34,22,0,0,0,3,0,19,0,0,0,0,5,9,9
2007,LAA,AL,aybarer01,79,48,79,66,0,0,0,43,1,20,6,0,2,8,2,20,2
2008,LAA,AL,aybarer01,98,91,98,96,0,0,0,2,0,96,0,0,0,0,0,4,0
2009,LAA,AL,aybarer01,137,135,137,136,0,0,0,0,0,136,0,0,0,0,0,1,0
2010,LAA,AL,aybarer01,138,133,138,135,0,0,0,0,0,135,0,0,0,0,1,4,1
2011,LAA,AL,aybarer01,143,142,143,142,0,0,0,0,0,142,0,0,0,0,0,0,1
2012,LAA,AL,aybarer01,141,137,141,139,0,0,0,0,0,139,0,0,0,0,0,3,0
2013,LAA,AL,aybarer01,138,138,138,138,0,0,0,0,0,138,0,0,0,0,0,0,0
2014,LAA,AL,aybarer01,156,154,156,155,0,0,0,0,0,155,0,0,0,0,0,2,0
2015,LAA,AL,aybarer01,156,154,156,154,0,0,0,0,0,154,0,0,0,0,1,2,0
2016,ATL,NL,aybarer01,97,89,97,94,0,0,0,1,0,93,0,0,0,0,0,6,2
2016,DET,AL,aybarer01,29,21,29,25,0,0,0,6,12,11,0,0,0,0,0,4,1
2017,SDN,NL,aybarer01,108,93,108,100,2,0,0,0,0,99,0,0,0,0,0,12,0
1997,SLN,NL,aybarma01,12,12,11,12,12,0,0,0,0,0,0,0,0,0,0,0,0
1998,SLN,NL,aybarma01,20,13,18,20,20,0,0,0,0,0,0,0,0,0,0,0,0
1999,SLN,NL,aybarma01,67,1,63,65,65,0,0,0,0,0,0,0,0,0,0,0,2
2000,CIN,NL,aybarma01,32,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2000,COL,NL,aybarma01,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,FLO,NL,aybarma01,21,0,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2001,CHN,NL,aybarma01,17,1,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0
2002,SFN,NL,aybarma01,15,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2003,SFN,NL,aybarma01,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2005,NYN,NL,aybarma01,22,0,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2005,LAN,NL,aybarwi01,26,22,26,25,0,0,0,6,20,0,0,0,0,0,0,2,0
2006,ATL,NL,aybarwi01,36,27,36,32,0,0,0,0,32,0,0,0,0,0,0,6,0
2006,LAN,NL,aybarwi01,43,35,43,39,0,0,0,15,29,0,0,0,0,0,0,5,0
2008,TBA,AL,aybarwi01,95,80,95,70,0,0,19,10,41,2,0,0,0,0,23,14,0
2009,TBA,AL,aybarwi01,105,72,105,70,0,0,31,28,18,0,0,0,0,0,21,26,0
2010,TBA,AL,aybarwi01,100,65,100,18,0,0,3,9,7,0,0,0,0,0,72,30,0
1884,IN2,AA,aydelja01,12,,12,,12,0,0,0,0,0,0,1,0,1,0,,
1886,PH4,AA,aydelja01,2,,2,,2,0,0,0,0,0,0,0,0,0,0,,
1947,NY1,NL,ayersbi01,13,4,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0
1913,WS1,AL,ayersdo01,4,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1914,WS1,AL,ayersdo01,49,32,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0
1915,WS1,AL,ayersdo01,40,16,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0
1916,WS1,AL,ayersdo01,43,17,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0
1917,WS1,AL,ayersdo01,40,15,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0
1918,WS1,AL,ayersdo01,40,24,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0
1919,DET,AL,ayersdo01,24,5,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0
1919,WS1,AL,ayersdo01,11,5,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
1920,DET,AL,ayersdo01,46,23,46,46,46,0,0,0,0,0,0,0,0,0,0,0,0
1921,DET,AL,ayersdo01,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1953,CLE,AL,aylwadi01,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0
1992,PHI,NL,ayraubo01,30,0,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0
1993,PHI,NL,ayraubo01,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0
1993,SEA,AL,ayraubo01,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
1996,ATL,NL,ayraujo01,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0
1960,CIN,NL,azcuejo01,14,6,14,14,0,14,0,0,0,0,0,0,0,0,0,2,0
1962,KC1,AL,azcuejo01,72,64,72,70,0,70,0,0,0,0,0,0,0,0,0,2,0
1963,CLE,AL,azcuejo01,94,84,94,91,0,91,0,0,0,0,0,0,0,0,0,7,0
1963,KC1,AL,azcuejo01,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0
1964,CLE,AL,azcuejo01,83,70,83,76,0,76,0,0,0,0,0,0,0,0,0,8,0
1965,CLE,AL,azcuejo01,111,97,111,108,0,108,0,0,0,0,0,0,0,0,0,10,0
1966,CLE,AL,azcuejo01,98,87,98,96,0,96,0,0,0,0,0,0,0,0,0,3,1
1967,CLE,AL,azcuejo01,86,80,86,86,0,86,0,0,0,0,0,0,0,0,0,2,0
1968,CLE,AL,azcuejo01,115,90,115,97,0,97,0,0,0,0,0,0,0,0,0,21,0
1969,BOS,AL,azcuejo01,19,14,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0
1969,CAL,AL,azcuejo01,80,75,80,80,0,80,0,0,0,0,0,0,0,0,0,3,1
1969,CLE,AL,azcuejo01,7,6,7,6,0,6,0,0,0,0,0,0,0,0,0,1,0
1970,CAL,AL,azcuejo01,114,98,114,112,0,112,0,0,0,0,0,0,0,0,0,4,0
1972,CAL,AL,azcuejo01,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,2,0
1972,ML4,AL,azcuejo01,11,2,11,9,0,9,0,0,0,0,0,0,0,0,0,3,0
1990,NYA,AL,azocaos01,65,49,65,57,0,0,0,0,0,0,47,0,12,57,1,8,0
1991,SDN,NL,azocaos01,38,9,38,14,0,0,1,0,0,0,12,0,1,13,0,28,1
1992,SDN,NL,azocaos01,99,29,99,37,0,0,0,0,0,0,31,0,6,37,0,65,0
1903,NY1,NL,babbch01,121,,121,121,0,0,0,0,8,113,0,0,0,0,,,
1904,BRO,NL,babbch01,151,,151,151,0,0,0,0,0,151,0,0,0,0,,,
1905,BRO,NL,babbch01,75,,75,75,0,0,31,2,5,36,0,0,0,0,,,
1979,TEX,AL,babcobo01,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1980,TEX,AL,babcobo01,19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
1981,TEX,AL,babcobo01,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0
1952,NYA,AL,babelo01,12,5,12,9,0,0,0,0,9,0,0,0,0,0,0,2,2
1953,NYA,AL,babelo01,5,5,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0
1953,PHA,AL,babelo01,103,85,103,93,0,0,0,0,93,1,0,0,0,0,0,13,1
1934,BRO,NL,babicjo01,25,18,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0
1935,BRO,NL,babicjo01,37,24,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0
1936,BSN,NL,babicjo01,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1940,PHA,AL,babicjo01,31,30,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
1941,PHA,AL,babicjo01,16,14,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0
1915,NY1,NL,babinch01,28,3,28,15,0,0,1,0,0,0,4,9,2,14,0,13,3
1981,OAK,AL,babitsh01,54,44,54,52,0,0,0,52,0,0,0,0,0,0,0,3,3
2002,TBA,AL,backebr01,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2003,TBA,AL,backebr01,29,0,1,28,28,0,0,0,0,0,0,0,0,0,0,0,1
2004,HOU,NL,backebr01,34,9,34,33,33,0,0,0,0,0,0,0,0,0,0,1,0
2005,HOU,NL,backebr01,28,25,25,26,26,0,0,0,0,0,0,0,0,0,0,2,0
2006,HOU,NL,backebr01,9,8,9,8,8,0,0,0,0,0,0,0,0,0,0,0,1
2007,HOU,NL,backebr01,7,5,7,5,5,0,0,0,0,0,0,0,0,0,0,0,2
2008,HOU,NL,backebr01,32,31,29,31,31,0,0,0,0,0,0,0,0,0,0,1,0
2009,HOU,NL,backebr01,5,1,4,5,5,0,0,0,0,0,0,0,0,0,0,1,0
1909,SLN,NL,backmle01,21,,21,21,21,0,0,0,0,0,0,0,0,0,,,
1910,SLN,NL,backmle01,26,,26,26,26,0,0,0,0,0,0,0,0,0,,,
1980,NYN,NL,backmwa01,27,26,27,27,0,0,0,20,0,8,0,0,0,0,0,0,0
1981,NYN,NL,backmwa01,26,5,26,12,0,0,0,11,1,0,0,0,0,0,0,13,3
1982,NYN,NL,backmwa01,96,73,96,92,0,0,0,88,5,1,0,0,0,0,0,6,8
1983,NYN,NL,backmwa01,26,5,26,16,0,0,0,13,2,1,0,0,0,0,0,16,1
1984,NYN,NL,backmwa01,128,110,128,119,0,0,0,115,0,8,0,0,0,0,0,13,3
1985,NYN,NL,backmwa01,145,122,145,140,0,0,0,140,0,1,0,0,0,0,0,17,2
1986,NYN,NL,backmwa01,124,92,124,113,0,0,0,113,0,0,0,0,0,0,0,18,3
1987,NYN,NL,backmwa01,94,77,94,88,0,0,0,88,0,0,0,0,0,0,0,14,0
1988,NYN,NL,backmwa01,99,84,99,92,0,0,0,92,0,0,0,0,0,0,0,6,6
1989,MIN,AL,backmwa01,87,79,87,84,0,0,0,84,0,0,0,0,0,0,1,5,1
1990,PIT,NL,backmwa01,104,82,104,85,0,0,0,15,71,0,0,0,0,0,0,20,0
1991,PHI,NL,backmwa01,94,40,94,55,0,0,0,36,20,0,0,0,0,0,0,49,1
